DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
CNTN3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4444-2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FAM86DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2C	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00960	0	0	0	0	0	0	0	0	0	3	4	1	0	0	12	9	1	4	0	1	0	0	0
ZNF717	4	5	210	212	218	246	41	18	34	72	129	124	21	20	0	91	58	100	4	8	202	258	227
MIR4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROBO2	1	0	5	0	4	1	6	0	1	6	2	1	0	6	0	0	0	0	4	2	2	4	3
LINC02077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROBO1	823	845	4534	4489	4497	5386	7631	3614	5350	5692	9134	7414	3031	3857	2168	5296	4428	6434	1045	824	4269	4444	3937
LOC101927374	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MIR3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GBE1	136	167	407	412	422	494	1806	609	824	606	645	533	217	257	289	406	304	519	72	54	226	476	417
LINC02008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00971	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC02025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM2	43	69	185	191	145	170	46	35	34	31	58	54	13	25	0	40	52	49	26	31	174	172	180
SNORA95	1	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR5688	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM2-AS2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LINC02070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
VGLL3	0	10	12	17	16	31	2	2	2	1	8	7	0	0	0	0	2	3	8	2	70	28	33
LINC00506	0	0	3	5	6	7	0	0	0	6	8	2	1	0	0	1	0	1	0	0	4	11	16
MIR4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP2B	104	110	490	551	555	631	621	249	430	410	639	574	130	499	253	366	413	484	122	73	370	464	477
POU1F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1F	0	0	0	0	0	0	0	1	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0
CGGBP1	359	406	4617	4566	4357	5506	1644	687	1384	3591	5504	4946	646	1127	872	3486	3244	4113	609	438	2801	4971	4567
ZNF654	53	89	631	655	622	763	499	218	436	586	806	767	75	406	304	496	476	590	65	47	335	860	715
C3orf38	104	123	766	770	758	941	1371	269	554	587	946	713	326	518	302	588	522	631	108	64	572	663	571
CSNKA2IP	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0
EPHA3	398	529	2373	2393	2389	2891	3721	1260	2541	2008	2586	2292	1253	1193	678	1598	1335	1775	1126	894	4918	5273	4936
LOC101930420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROS1	15	7	106	104	93	131	155	32	126	193	229	200	27	67	0	118	103	159	14	15	75	85	76
ARL13B	38	56	308	278	277	307	343	74	86	209	345	267	39	75	16	169	147	200	42	30	319	236	224
STX19	0	0	2	0	0	0	0	0	0	2	2	3	0	16	0	0	0	0	0	0	0	0	0
DHFR2	14	22	219	214	254	277	153	63	50	206	333	271	10	94	107	149	169	214	15	11	171	188	166
NSUN3	78	82	443	466	446	464	477	163	448	349	511	433	157	237	105	268	305	307	38	31	336	439	378
LINC00879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFD2P1	0	0	0	2	0	0	1	0	3	0	1	1	0	1	0	1	0	0	0	0	1	0	0
MIR8060	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA6	1	0	0	0	0	0	0	3	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0
ARL6	26	24	280	254	230	277	178	43	106	154	223	213	4	73	33	160	151	157	19	19	187	256	251
CRYBG3	9	6	21	17	26	25	0	9	7	11	19	12	0	0	0	6	6	11	35	32	12	26	16
RIOX2	130	120	561	558	569	664	348	177	348	266	399	306	192	208	22	231	230	296	144	101	479	609	547
GABRR3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OR5AC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5H1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5H14	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR5H15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5H6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5H2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5K4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OR5K2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CLDND1	159	181	1104	1158	1058	1343	1316	702	795	1274	1584	1331	320	432	276	1126	912	1338	190	141	875	1082	958
GPR15	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
CPOX	186	250	558	502	546	649	829	565	816	887	1357	1081	291	503	201	850	826	991	161	115	368	642	526
ST3GAL6-AS1	5	6	17	11	13	21	0	7	10	33	50	33	0	0	0	30	36	38	6	7	16	13	17
ST3GAL6	236	243	2046	2156	2008	2461	2396	895	1623	2440	3557	3209	882	1313	617	2480	2086	2732	416	313	1623	1985	1853
DCBLD2	158	228	2421	2442	2450	2876	901	410	825	1634	2599	2445	317	402	389	1722	1565	1952	219	154	1546	1973	1742
COL8A1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0
HP09053	0	0	7	6	7	6	0	0	0	7	1	6	0	0	0	2	8	0	0	0	8	5	7
CMSS1	272	235	734	755	800	939	718	542	487	495	689	621	214	318	225	414	436	598	293	206	651	706	603
MIR3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM30CP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D23	105	213	716	770	674	804	1763	384	1039	842	993	865	239	476	398	679	693	777	216	125	887	1081	949
NIT2	121	148	377	377	417	435	1408	556	719	565	708	657	339	332	305	511	464	695	111	62	263	394	400
TOMM70	468	601	2385	2394	2404	2848	4368	1947	3407	2665	3753	3574	1643	1899	1054	2543	2420	2696	468	423	2869	3619	3527
LNP1	17	36	215	175	187	251	90	66	105	318	445	395	21	96	128	252	154	298	25	13	196	134	153
TMEM45A	17	31	164	151	186	180	115	136	75	142	100	68	22	47	0	70	52	49	4	5	55	66	83
ADGRG7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
TFG	473	798	1241	1270	1186	1492	3085	1229	2058	1748	2559	2122	930	1534	688	1720	1414	1766	430	346	1184	1351	1303
ABI3BP	0	1	0	0	0	0	1	0	1	4	4	10	0	1	0	1	1	2	1	0	0	0	0
IMPG2	1	0	18	15	8	20	1	7	1	13	18	20	0	0	0	9	0	8	2	1	19	27	23
SENP7	75	109	551	620	571	710	745	261	659	810	1116	1081	67	256	53	744	671	802	38	39	860	832	739
FAM172BP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
TRMT10C	234	211	649	620	652	725	2739	753	1826	927	1222	1009	460	785	471	909	877	1061	111	96	327	507	381
PCNP	317	276	2327	2365	2384	2884	872	437	506	3113	4155	3760	218	512	185	2718	2615	3105	439	344	1215	2544	2368
ZBTB11	153	288	931	895	1006	1116	1435	598	1047	924	1364	1249	309	563	287	897	758	967	131	106	1070	1099	1027
ZBTB11-AS1	11	8	78	87	91	112	84	1	50	31	75	63	14	14	3	64	41	64	19	18	101	94	100
RPL24	486	434	6466	6393	6550	7714	2588	1356	1437	9535	12760	9881	248	422	438	8410	8165	9494	117	65	10932	6458	5755
PDCL3P4	0	0	3	3	9	9	3	21	3	12	18	12	1	0	0	5	2	13	0	0	3	4	2
CEP97	136	212	1402	1478	1390	1695	3377	1170	1890	1309	1963	1758	683	782	531	1341	1131	1385	142	108	1347	2021	1734
NXPE3	25	35	929	1060	1020	1142	282	62	244	991	1428	1288	52	143	99	960	877	1007	32	10	437	790	738
LINC02085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZPLD1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
MIR548AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCAM	808	1250	4412	4654	4504	5520	5614	2100	4140	3860	5295	4849	1297	2260	1218	3330	2901	4075	1085	780	4443	5710	5388
CBLB	42	70	197	222	196	242	192	96	85	155	186	152	72	67	13	136	108	116	106	66	328	516	431
LINC00882	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUBR	2	1	30	31	35	45	0	0	0	7	5	5	0	0	0	6	3	5	5	3	29	37	41
CCDC54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929579	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
LINC01990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BBX	196	246	2055	1981	2032	2409	1455	1062	1050	1870	2874	2561	528	720	565	1783	1372	1909	274	209	2068	2327	2086
LINC00635	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
LINC00636	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CD47	162	248	2052	2124	2043	2603	1618	652	1522	1731	2270	2066	502	774	470	1591	1278	1800	147	95	1427	1887	1777
LINC01215	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0
IFT57	19	20	196	233	203	260	91	2	36	64	96	77	53	18	0	71	85	62	17	11	169	166	162
HHLA2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH15	1	0	4	2	1	1	3	2	4	2	2	0	1	0	1	4	2	1	1	1	0	0	0
CIP2A	204	342	1305	1405	1353	1597	1605	544	1092	758	1188	1076	288	807	437	813	816	991	113	76	807	981	918
DZIP3	119	158	662	729	673	806	1401	371	875	865	1204	1131	206	358	224	838	828	968	147	88	819	964	854
RETNLB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAT1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
GUCA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORC1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MORC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC00488	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DPPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DPPA4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01205	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECTIN3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECTIN3	4	1	4	1	2	7	0	1	1	2	6	3	0	1	2	7	0	4	2	1	8	7	8
CD96	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ZBED2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCXD2	1	0	15	13	18	17	3	3	4	13	9	13	0	0	0	8	0	9	4	1	15	9	15
PLCXD2-AS1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDB2	8	6	54	47	61	40	107	62	93	84	104	82	21	53	11	71	63	60	7	2	21	38	24
ABHD10	120	180	583	617	691	769	940	325	873	602	893	852	237	287	152	591	528	588	163	128	428	623	614
TAGLN3	28	27	119	108	103	137	454	202	188	370	374	312	19	185	127	237	161	216	15	9	24	38	44
TMPRSS7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
C3orf52	6	11	10	12	21	22	58	50	57	26	17	19	34	17	0	27	12	21	3	4	12	4	9
MIR567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCSAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBILA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374042	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	4	0	0	0	0	0
CD200	24	32	231	265	279	312	403	53	213	399	520	431	98	113	21	389	388	439	46	46	148	239	234
BTLA	0	0	3	3	0	1	0	0	0	5	0	1	1	0	0	0	2	0	0	0	1	0	3
ATG3	267	292	980	1047	977	1136	1296	455	754	935	1301	1121	295	655	317	801	956	975	327	307	826	727	735
SLC35A5	101	128	995	1021	925	1184	830	288	490	813	1200	1027	316	424	270	800	705	948	155	118	948	1150	1098
CCDC80	85	77	336	328	395	437	872	606	690	797	1086	899	335	492	206	745	839	835	145	87	477	406	321
LINC02042	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR9900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD200R1L-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD200R1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD200R1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	7	1	0	0	0	0	0
GTPBP8	72	75	305	333	304	386	448	162	218	236	344	306	72	148	123	206	212	221	79	57	362	566	535
NEPRO	98	131	1047	1154	1038	1329	1479	584	1053	1616	2324	1984	327	475	263	1476	1345	1662	123	93	1100	1375	1352
LINC02044	0	0	0	0	0	0	0	0	0	6	2	4	0	0	0	3	5	1	0	0	0	0	0
BOC	45	42	223	261	280	301	244	163	182	670	830	655	174	198	87	529	511	729	72	58	188	276	296
CFAP44	1	4	189	171	161	204	2	26	0	135	227	223	0	5	0	128	163	173	3	1	132	171	152
CFAP44-AS1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
MIR8076	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SPICE1	46	43	383	376	418	455	331	133	289	393	629	566	132	181	87	389	325	394	52	31	362	337	330
SIDT1	0	0	0	0	0	1	1	0	0	9	5	6	0	1	0	13	1	1	1	0	1	0	0
MIR4446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
USF3	8	20	893	900	860	1076	339	10	25	561	997	882	5	26	0	590	463	675	44	20	1228	1437	1267
NAA50	447	457	4241	4286	4263	4861	3272	996	1869	3522	5100	4621	750	1431	846	3551	3266	3939	381	267	1204	2544	2482
ATP6V1A	614	802	2106	2115	2132	2604	7263	2516	4734	1685	2797	2435	998	1654	1110	1520	1536	1644	446	351	1653	2756	2706
GRAMD1C	1	0	3	1	0	4	16	2	16	6	1	3	0	0	0	2	2	1	1	0	9	8	1
ZDHHC23	1	0	12	8	19	6	8	0	16	19	17	31	0	3	0	12	7	20	1	0	0	6	9
CCDC191	5	3	20	14	12	11	0	3	5	14	27	29	2	9	0	25	29	7	5	4	32	19	21
QTRT2	137	148	568	553	602	614	556	310	519	493	715	653	264	269	259	480	397	550	125	87	481	533	488
DRD3	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0
ZNF80	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
TIGIT	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	0
MIR568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB20-AS1	0	0	1	0	2	2	1	2	0	0	1	1	1	0	2	0	1	0	0	0	2	1	0
ZBTB20-AS5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR4796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB20-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB20-AS4	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0
GAP43	229	279	486	483	458	577	418	428	317	447	459	372	183	225	110	308	357	347	82	77	204	220	216
SNORD155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSAMP-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LINC00903	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC7	0	0	0	0	0	0	0	2	0	2	1	0	1	0	0	1	0	2	0	0	0	0	0
MIR4447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00901	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02024	0	0	1	2	4	6	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	3	1
LOC105374060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101926968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF11	57	68	347	344	311	447	298	209	293	334	491	421	175	143	174	317	215	370	122	77	414	419	346
IGSF11-AS1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPK1B	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B4GALT4	26	26	133	126	120	157	238	237	138	232	279	238	82	122	74	174	217	214	33	23	92	87	77
B4GALT4-AS1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP31	228	298	1805	1762	1801	2103	2029	1310	1748	2947	4403	3633	1391	1341	807	2758	2404	3074	480	338	1523	1853	1667
ARHGAP31-AS1	2	0	9	7	7	7	0	0	10	10	19	26	0	11	0	17	11	19	1	0	14	4	4
TMEM39A	85	102	501	416	519	562	499	203	408	625	864	800	151	202	190	603	454	581	66	49	281	454	372
POGLUT1	86	80	536	610	590	670	540	300	477	598	879	813	139	217	131	649	511	651	164	100	610	702	682
TIMMDC1	225	299	945	937	945	1118	780	320	888	1087	1559	1231	548	577	385	1198	989	1283	260	205	532	896	779
CD80	0	0	0	0	0	0	1	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0
ADPRH	0	0	19	12	14	8	0	0	0	18	10	9	0	5	0	15	4	10	3	1	15	15	24
PLA1A	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	1	2	0	0	0
POPDC2	0	0	5	4	6	0	0	0	0	2	5	3	0	0	0	6	0	0	0	1	8	9	6
COX17	97	99	377	354	334	446	309	314	157	387	483	386	170	232	165	328	324	358	83	43	164	242	182
CFAP91	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1
NR1I2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSK3B	329	462	4583	4790	4640	5595	3770	1427	3089	3960	6554	5651	1356	2047	1173	3771	3345	4275	675	480	3059	4432	3976
MIR6529	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GPR156	0	2	14	18	21	21	1	0	0	11	36	27	0	0	0	18	10	25	2	2	15	19	17
LRRC58	161	259	4386	4451	4342	5319	1628	756	1007	4276	5775	5593	585	723	394	4065	3266	4694	193	132	2094	3372	3014
FSTL1	31	36	250	290	267	332	368	91	197	220	374	318	110	159	42	222	204	241	61	40	213	254	222
MIR198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4	492	510	920	921	980	1098	3629	1468	2290	1399	1961	1524	824	1397	829	1304	1199	1395	302	228	811	675	597
HGD	0	1	1	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
RABL3	71	69	483	484	474	546	885	356	477	595	773	779	188	427	107	505	407	589	68	50	464	507	476
GTF2E1	132	154	486	520	483	612	1688	585	717	498	723	596	249	544	517	459	388	518	136	80	480	445	416
LINC02049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STXBP5L	15	13	217	245	214	311	1180	354	650	535	813	783	63	205	159	503	352	661	20	13	178	281	234
MIR5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLQ	94	123	1159	1183	1121	1417	427	191	302	851	1196	1156	166	251	79	833	672	910	30	32	590	814	771
ARGFX	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBXO40	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
HCLS1	2	0	4	2	0	0	114	0	1	24	2	3	0	0	0	12	0	4	0	0	2	0	1
GOLGB1	344	424	1703	1672	1615	2010	2600	1031	1544	2582	4197	3625	682	1179	508	2475	2302	2894	357	264	2891	3306	3091
IQCB1	82	103	507	588	522	686	912	314	448	691	989	924	216	413	95	639	668	784	60	41	388	420	363
EAF2	3	8	32	21	26	36	35	18	61	31	40	29	24	9	0	27	44	35	1	8	15	10	8
SLC15A2	2	2	29	43	30	46	37	42	29	46	66	62	15	23	0	45	49	37	2	0	16	37	35
ILDR1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CD86	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
CASR	0	0	0	0	0	0	2617	567	659	0	0	0	647	253	481	0	0	0	0	2	0	0	0
CSTA	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
MIX23	59	70	498	474	487	690	674	160	361	644	925	792	109	215	240	680	577	664	37	28	410	215	217
FAM162A	249	355	1418	1391	1379	1662	8249	3375	3734	2625	2785	2166	1691	3011	1898	2060	1735	2189	84	71	456	466	458
WDR5B	22	23	253	262	269	333	147	44	125	161	240	239	15	24	0	184	115	203	44	29	249	380	364
WDR5B-DT	0	0	0	2	0	5	0	15	0	2	6	7	0	0	0	1	0	5	2	2	5	3	1
KPNA1	366	453	1619	1673	1666	2010	3330	1209	2292	1534	2482	2187	1058	1257	735	1731	1483	2092	221	201	690	1331	1266
PARP9	22	33	125	137	115	140	426	107	170	180	288	233	80	105	58	160	90	194	19	7	83	103	107
DTX3L	48	66	369	414	403	539	542	130	228	299	494	437	89	151	21	283	211	331	20	29	343	451	409
PARP15	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	1	0	0	1
PARP14	55	100	329	328	326	381	208	343	338	392	420	394	133	171	193	292	161	216	49	67	592	496	468
HSPBAP1	43	58	182	187	197	208	362	125	303	167	260	209	112	112	96	159	142	173	42	43	215	271	240
SLC49A4	55	75	313	303	319	380	492	127	257	252	331	284	146	231	106	157	169	252	124	76	383	464	483
LINC02035	0	0	134	111	99	149	1	0	1	56	132	114	3	9	4	68	81	92	0	0	114	198	156
SEMA5B	13	19	75	62	58	79	28	72	193	284	342	330	71	88	22	259	258	288	36	36	46	88	62
PDIA5	73	76	162	184	175	206	498	198	299	289	437	338	146	294	113	279	256	415	51	57	145	139	108
MIR7110	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
SEC22A	73	70	334	276	270	335	442	159	277	264	317	279	72	133	89	169	155	272	64	47	311	374	340
ADCY5	1	14	18	21	22	31	2	0	3	50	72	53	7	3	1	25	35	37	7	5	14	24	26
HACD2	154	234	1640	1580	1611	1940	920	341	851	1177	1663	1567	348	476	122	1023	983	1290	148	108	584	1251	1182
MYLK-AS1	3	3	24	37	20	45	43	5	14	19	30	41	11	26	13	23	17	44	3	7	14	19	31
MYLK	46	28	237	221	196	285	2623	2143	2769	2121	3281	2581	1328	1761	1355	1800	1496	1955	50	41	209	94	90
MYLK-AS2	0	0	0	0	0	0	0	0	16	5	3	3	1	0	0	0	2	7	0	0	0	0	0
CCDC14	102	120	955	984	949	1149	799	351	569	1703	2193	2097	223	261	140	1634	1396	1813	99	59	1080	1068	981
ROPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KALRN	4	9	45	39	23	45	123	10	22	29	41	39	17	22	16	39	14	67	9	8	28	44	49
MIR5002	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
